89005907,,89007507,,89010978,,89011016,,89011048,,89011119,,89011129,,89011448,,89011642,,89011704,,89011745,,89011747,,89012333,,89012486,,89012516,,89074636,,89075417,,89075967,,89077501,,89078230,,89079659,,89090152,,89094273,,89095030,,89504648,,89011098,,89057825,,90005288,,90005942,,90007068,,90010141,,90011903,,90012743,,90013323,,90015258,,90017500,,90020568,,90022088,,92000110,,92000299,,92000362,,92000381,,92000386,,92000694,,92000741,,92000797,,92000812,,92000813,,92000834,,92000882,,92000951,,92000952,,92000963,,92000965,,92000983,,92001063,,92001184,0,92001201,,92001232,,92001236,,92001324,,92001341,,92001450,,92001463,,92001468,,92001473,,92001575,,92001726,,92001830,,92001889,,92001944,,92001946,,92002033,,92002072,,92002113,,92002114,,92002117,,92002141,,92002267,,92002347,,92002506,,92002630,,92002636,,92002798,,92002907,,92002916,,92002990,,92003013,,92003033,,92003061,,92003062,,92003112,,92003123,,92003132,,92003161,,92003175,,92003184,,92003184,
140,0,360,0,7504,0,0,0,0,0,0,0,1008,0,0,0,336,0,784,0,0,0,0,0,0,0,8400,0,1680,0,0,0,0,0,0,0,140,0,600,0,224,0,224,0,420,0,4760,0,10752,0,0,0,0,0,0,0,2016,0,935,,0,0,0,0,448,0,18480,0,3360,0,17920,0,0,0,0,0,4200,0,2040,0,0,0,4480,0,0,0,0,0,0,0,0,0,2464,0,0,0,30016,0,420,0,595,0,0,0,0,0,112,0,0,0,560,0,1680,296.984848,0,0,6048,0,10640,0,896,0,0,0,0,0,0,0,0,0,0,0,2520,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,4760,0,0,0,1120,0,0,0,3024,0,0,0,0,0,12544,0,0,0,2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,360,2250.01378,7504,5306.12929,0,0,0,0,0,0,784,1187.93939,0,119.501046,560,79.1959595,0,0,0,0,510,0,0,0,22400,21730.0985,7000,2023.0325,0,120.208153,0,0,0,0,0,0,1440,1103.08658,448,158.391919,112,0,0,472.34733,4900,4716.40223,0,0,0,0,0,832.971788,336,1663.11515,784,1983.43452,1530,0,140,950.351514,1344,79.1959595,336,10612.2586,34160,1900.70303,5488,31353.8218,43820,296.984848,1155,9982.93354,0,5695.74512,8120,0,0,0,0,2613.46666,11200,74.246212,,0,140,0,0,0,0,4085.66298,2016,0,0,21066.1252,32256,0,3360,781.352993,1360,0,0,0,0,237.587878,448,0,0,158.391919,784,1346.33131,1344,0,420,3643.01414,10304,17564.5324,11060,633.567676,896,791.959595,4704,0,896,0,0,1663.11515,0,0,0,2800.14285,3000,0,0,0,0,3880.60202,5488,17581.503,25312,3405.42626,11200,0,7728,0,0,168.291414,0,6228.90364,8400,0,0,712.763635,672,0,0,3765.34361,3024,0,0,0,0,6652.4606,7168,3266.83333,0,0,5376,0,0,0,0,0,0,0,0,0,10752,0,0,0,0,0,0,0,0,0,0,0,0,3527.75573,0,0,0,0
0,23.3345238,4080,277.128129,7728,4203.10996,0,0,0,0,0,0,1344,810.227951,280,74.8487364,448,281.860486,1120,350.017857,0,646.632301,425,343.52341,0,0,17220,14777.9592,6020,2882.69116,0,245.373864,0,0,10752,0,0,0,0,1025.28045,0,0,336,0,0,166.276878,7700,4079.84771,0,323.316151,0,80.8290377,0,680.118617,336,1248.85441,336,980.267821,0,98.9949494,0,0,0,237.587878,0,16118.7937,35728,3013.61179,6272,24864.2723,34300,792.732616,1680,5809.00132,0,5754.26592,8120,1177.79455,2040,0,0,4398.52581,11088,74.246212,210,0,140,0,0,622.961074,0,4309.64411,7504,0,0,18170.3677,34048,0,0,1542.54119,2975,129.32646,224,0,0,0,0,0,112,387.979381,896,1875.23367,560,0,0,5081.31217,10976,28447.772,14000,581.969071,784,3230.57394,0,323.316151,560,213.042249,0,0,2352,0,7168,1662.76878,1200,0,0,2462.17973,2128,0,0,0,0,2534.2707,3584,0,17920,0,896,2648.1007,1540,5182.24202,6160,0,0,581.969071,1008,0,0,4093.83553,4256,0,0,0,0,5173.05841,0,3890.72401,2380,0,8960,0,0,0,0,0,252,0,0,0,10752,0,0,0,0,0,0,0,0,0,0,0,0,5699.60186,0,19.7989899,0,0
700,0,360,336.784798,7840,3472,0,0,0,0,0,0,784,649.85742,0,43.1769614,336,316.783838,336,0,1120,0,425,376.950483,0,0,12600,10474.063,280,4013.25483,0,81.3813042,0,0,0,0,0,0,2760,865.332306,0,0,112,193.98969,0,179.223324,3500,2607.9548,448,1114.38593,0,0,0,384.459361,896,781.328783,1120,919.415575,2635,0,0,0,0,140.930243,448,15264.3578,31584,2777.50968,6048,23756.4903,54040,884.745726,1050,5518.92782,0,4716.89774,8260,0,0,0,0,4364.64829,9968,218.57493,0,0,140,0,0,1823.38961,672,6461.05705,6608,0,0,15728.0597,34832,3570,7140,1589.44697,1020,0,224,0,0,168,336,0,0,230.893915,896,896,1904,0,0,5130.04016,11200,27236.292,20020,392,784,1900.70303,896,280,560,204.172313,0,0,0,0,560,1629.23295,4680,672,1344,1969.91912,0,5096,10192,0,0,4440.62698,0,0,0,0,0,3517.53664,1260,2502.98946,6160,0,0,728,1232,0,0,2918.02919,4368,0,224,0,0,5320,19712,3035.93478,980,1792,7168,0,0,0,0,0,0,27.9448862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6388,0,16.1658075,0,0
280,46.6690476,480,160.996894,7728,3355.89082,0,0,0,0,600,268.328157,784,565.572277,0,120.92477,560,281.117769,448,780.502616,0,0,170,309.987903,0,0,20300,11873.0444,2940,2223.57037,0,142.232205,112,138.592929,0,0,980,151.320851,360,934.922457,224,0,224,144.591378,280,140.715315,1680,3062.36187,0,1626.12275,0,98.9949494,0,397.654373,112,813.061375,1232,670.369301,2210,0,0,0,0,100.175845,336,13648.7521,29008,3090.26653,6832,27640.6466,22960,1186.54646,1470,5707.7358,0,5118.35012,7140,0,0,0,0,4288.73725,5264,74.246212,210,0,280,0,0,1301.96947,448,2856,5824,0,0,13200.6623,35056,4883.57246,10920,1665.00225,1275,0,0,0,0,316.783838,0,0,0,330.352539,672,851.494686,1904,0,0,4683.01988,10304,28278.1753,15960,400.703382,896,0,0,200.351691,448,144.5,560,0,5600,0,0,1871.38451,2280,0,0,2155.37032,784,0,0,0,0,1559.17517,3584,4007.03382,7168,0,0,3120.50143,0,1988.42028,4620,0,0,587.332955,1456,0,0,2418.65764,5152,0,0,0,0,3556.24251,8960,3889.38041,0,2804.92367,6272,0,0,0,0,0,196,31.1205541,0,4055.30829,7168,0,0,0,0,0,0,0,0,0,0,0,0,4626.42465,0,880,0,0
280,164.645073,0,126,7728,3063.49517,0,0,112,45.7238085,0,0,896,548.685702,280,103.781341,672,278.127069,672,270.199926,0,0,850,306.078694,0,0,19740,8726.74468,1820,2028.03728,255,71.1161023,0,0,0,0,420,2866.61089,1440,472.440472,224,0,224,115.673103,280,264.204971,9520,2603.08246,0,3411.86635,0,0,0,304.123659,896,703.909085,448,473.259971,1445,0,0,0,0,115.673103,336,14094.8637,32592,2664.95679,5600,25575.7747,65100,1286.69635,1575,3259.88886,0,3882.40809,13860,832.826513,2040,0,0,3891.84556,5376,132.815662,315,0,140,0,0,1418.3318,3696,4752.02738,7952,67.882251,0,12988.4593,31024,0,0,1352.98713,2125,0,0,0,0,217.368504,336,0,0,339.71282,560,821.24848,1680,0,0,4253.29739,10864,21676.6064,16240,451.717906,560,633.567676,0,0,336,125.332358,700,316.783838,0,0,0,1748.46218,2880,0,0,944.355371,3136,0,0,6309.88558,0,0,0,0,0,0,0,3768.71085,0,1949.74501,8260,0,3584,644.365114,2352,0,0,1477.98917,4592,0,0,0,0,2804.92367,0,0,3220,3669.69049,3584,0,0,0,0,0,0,2074.02122,0,0,10752,0,0,0,0,0,0,0,0,0,0,0,0,5016.96324,0,8.76356092,0,0
0,646.565477,120,94.4154951,7056,2793.05806,0,0,112,42.332021,0,0,1232,544.862062,0,62.3629927,672,264.363386,672,422.024644,0,0,255,353.88322,0,0,17220,7061.40365,1960,1083.06701,170,179.83458,224,0,0,0,0,0,600,574.307036,112,0,224,77.2873426,0,383.877957,3920,2448.40715,0,5675.22804,0,0,0,20.8942918,672,608.070171,1568,561.380102,850,0,140,0,0,334.217494,560,11984.5234,30240,2500.81587,7056,23696.9246,26320,1192.57075,525,3127.00962,0,3889.55785,9520,0,0,0,0,4016.2656,12432,82.6135582,0,140,280,0,0,186.558302,0,4684.69864,6160,76.5658758,0,11728.1091,31248,1428.70571,3780,1210.06887,2550,100.770366,224,0,0,140.39943,672,0,0,421.198291,784,744.129021,2128,0,420,3317.95921,11200,21732.8091,21280,364.153814,784,490.759412,2688,0,336,158.829049,140,0,0,0,0,1476.90797,1440,211.660105,560,1055.05116,2576,6519.13123,17248,11721.002,32256,0,7504,0,0,0,0,5184.68529,560,2704.26632,7420,0,0,424.025156,1568,0,0,2060.30349,7952,0,0,0,0,2504.39613,0,660.201989,1062,339.641379,6272,0,0,0,0,0,0,3113.56181,0,22915.6306,10752,0,0,0,0,0,0,0,0,0,0,0,0,4564.43525,0,0,0,0
1120,236.6153,120,134.542346,7056,2719.44112,0,0,0,0,1440,509.116882,1232,593.969696,280,102.992285,784,227.473075,112,194.470221,896,0,425,288.919632,0,0,13300,8553.75297,1540,1397.35638,510,105.945994,224,0,0,0,0,1706.07005,960,364.730821,0,0,336,83.3306666,420,330.035496,2240,2342.34637,0,1134.57187,0,0,0,127.757583,336,633.567676,1232,548.515855,2550,0,140,0,0,340.963341,0,10222.0984,26208,2216.22382,7168,25816.0359,23240,1186.61283,1575,3722.73455,0,3563.96692,4340,721.248917,2040,0,0,4021.29133,9072,54.3426628,420,98.9949494,140,0,0,565.326202,112,3655.09804,9856,82.2873016,140,11487.1587,31360,0,0,1013.65587,1870,0,0,0,0,262.663283,0,0,0,307.818128,784,584.848698,2016,0,0,3269.96024,8848,20123.1061,17920,352.90792,784,633.567676,0,0,336,144.387046,0,0,0,0,0,1426.12362,2160,0,672,953.071089,2352,0,0,0,0,5203.18057,0,1346.33131,0,0,896,2287.13169,0,2859.32549,7560,2534.2707,0,643.216915,1344,0,0,1118.04941,2688,0,0,0,0,2744,10752,977.854795,1540,2217.48687,6272,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4713.02968,0,6.19677335,0,0
140,112.217646,480,243.721152,7056,2504.39613,0,0,0,0,0,0,896,485.333333,0,27.6818662,672,224,0,419.041309,0,504,0,386.693285,0,0,23240,7925.48202,2100,1618.88885,170,164.601792,0,0,0,1941.33333,3220,1473.44133,1080,600.333241,224,39.5979797,224,74.6666667,0,162.955856,1400,1801.57334,448,1548.88347,0,0,0,226.241267,336,479.918512,1232,746.813137,1700,0,0,0,0,124.622095,336,8675.4827,33040,1972.75847,6384,18938.2266,27300,1168.57552,2100,2801.74629,4368,4347.20228,6300,0,0,0,0,4533.8486,14896,87.5,0,134.039795,0,0,0,1085.88556,1232,3901.62379,8848,51.7987559,0,10732.7003,32592,2240,6720,931.882429,3060,113.544901,336,0,0,197.549431,112,0,0,358.866363,0,755.019941,1344,0,0,3057.00507,10640,21246.7137,17780,256.624239,896,0,3584,45.7238085,336,163.569939,0,0,0,3136,0,1544.66825,2400,0,0,936.271922,784,2874.66667,8624,5949.01717,0,0,6272,3233.5949,224,0,0,3414.13507,2940,2671.22549,9380,0,0,484.974226,896,0,0,1623.81241,2240,0,0,0,0,5253.39831,10752,3554.18064,2100,3981.9111,7168,0,0,0,0,0,0,0,0,0,7168,0,0,0,0,0,0,0,0,0,0,0,0,4690.13649,0,677.526383,0,0
